"","Gross.Charges.Itemcode","Gross.Charges.Description","Gross.Charges.CDM.Revenue.Code","Gross.Charges.HMC.DEFAULT","Gross.Charges.HMC.DEFAULT.Discount.Cash.Price","Gross.Charges.HB.UW.MEDICINE.SHARED.PURCHASED.LAB.SERVICES","Gross.Charges.HB.UW.MEDICINE.SHARED.PURCHASED.LAB.SERVICES.Discount.Cash.Price","Gross.Charges.HMC.DEFAULT..MOD.50.","Gross.Charges.HMC.DEFAULT..MOD.50..Discount.Cash.Price","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS.Discount.Cash.Price","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS..W.MOD.","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS..W.MOD..Discount.Cash.Price","Gross.Charges.CDM.Hcpcs","Gross.Charges.CDM.Modifier","Gross.Charges.Note"
"153","02700039","HC MED/SURG SUPPLIES, HEMO/VASCULAR ACCESS","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"154","02700040","HC MED/SURG SUPPLIES, HILAL ENBO. MICROCOIL","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"155","02700041","HC MED/SURG SUPPLIES, INTRODUCER 26G/1.9","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"156","02700042","HC MED/SURG SUPPLIES, INTRODUCER ACCUSTICK SET","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"157","02700043","HC MED/SURG SUPPLIES, L-CATH 24GX30CM","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"158","02700044","HC MED/SURG SUPPLIES, L-CATH 28GX25CM","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"159","02700045","HC MED/SURG SUPPLIES, NEEDLE ACCUSTICH","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"160","02700046","HC MED/SURG SUPPLIES, NEEDLE KOPANS/SPRINGHOOK","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"161","02700047","HC MED/SURG SUPPLIES, NEEDLE TENINO J BX","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"162","02700048","HC MED/SURG SUPPLIES, NEEDLE, BIOPSY CHIBA","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"163","02700049","HC MED/SURG SUPPLIES, NEEDLE, BIOPSY, BIOPINCE","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"164","02700050","HC MED/SURG SUPPLIES, NEEDLE, BIOPSY, TEMNO COAX","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"165","02700051","HC NEEDLE STERILE ANY SIZE EACH","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","A4215",NA,NA
"166","02700052","HC MED/SURG SUPPLIES, NITRIC OXIDE PER HOUR","250","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"167","02700053","HC CHLORHEXIDINE CONTAINING ANTISEPTIC 1 ML","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","A4248",NA,NA
"168","02700054","HC INSERTION TRAY W/O DRAIN BAG&W/O CATHETER","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","A4310",NA,NA
"169","02700055","HC MED/SURG SUPPLIES, PESSARY SUPPLY","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"170","02700056","HC MED/SURG SUPPLIES, PNEUMOTHORAX SET","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"171","02700057","HC MED/SURG SUPPLIES, ROOKE SURGICAL BOOT","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"172","02700058","HC MED/SURG SUPPLIES, SAFE-T CENTESIS CATH","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"173","02700059","HC URINARY LEG BAG; VINYL W/WO TUBE EACH","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","A4358",NA,NA
"174","02700060","HC CANNULA NASAL","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","A4615",NA,NA
"175","02700061","HC MED/SURG SUPPLIES, YUEH CATH (PIGTAIL)","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"176","02700062","HC PATIENT PROGPATIENT PROGRAMMER NEUROSTIMULATOR","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1787",NA,NA
"177","02700063","HC SITZ TYPE BATH/EQP PRTBLE USED W/WO COMMODE","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","E0160",NA,NA
"178","02700064","HC CANISTER DISPOSABLE USED WITH SUCTION PUMP EACH","274","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","A7000",NA,NA
"179","02700065","HC TUBING USED WITH SUCTION PUMP EACH","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","A7002",NA,NA
"180","02700066","HC LEAD LEFT VENTRICULAR CORONARY VENOUS SYSTEM","270","10,098","7068.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1900",NA,NA
"181","02700067","HC THERAPY BED ROTOPRONE","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"182","02700068","HC THERAPY BED BARIMAXX II","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"183","02700069","HC THERPY BED MAXX AIR ETS","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"184","02700070","HC THERPY MAT 1ST STEP SEL OL","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"185","02700071","HC THERAPY BED FLUIDAIR/ELITE ELITEW/WT","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"186","02700072","HC THERAPY BED FLUIDAIR II","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"187","02700073","HC THERAPY BED KINAIR MEDSURG","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"188","02700074","HC THERAPY BED KINAIR III W/O SCALES","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"189","02700075","HC THERAPY BED TRIADYNE","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"190","02700076","HC THERAPY BED BARIAIR","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"191","02700077","HC THERAPY BED HILL ROM","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"192","02700079","HC SPIRIT SELECT RENTAL BED","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"193","02700080","HC SURFACE W/SIQ MATTRESS","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"194","02700081","HC PLUS BARIATRIC W/AA PLUS MATRESS","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"195","02700082","HC PLUS BARIATRIC W/MAXX AIR ETS MATTRESS","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"196","02700083","HC KIT PHOTOPHERESIS","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","A4649",NA,NA
"197","02700084","HC TRANSMITTER; EXT INTERSTITIAL CONT GLU MON SYS","270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","A9277",NA,NA
"198","02710001","HC HEARING AID MONAURAL BODY WORN AIR CONDUCTION","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5030",NA,NA
"199","02710002","HC HEARING AID MONAURAL IN THE EAR","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5050",NA,NA
"200","02710003","HC HEARING AID MONAURAL BEHIND THE EAR","274","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5060",NA,NA
"201","02710004","HC BINAURAL IN THE EAR","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5130",NA,NA
"202","02710005","HC BINAURAL BEHIND THE EAR","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5140",NA,NA
"203","02710006","HC HEARING AID CROS IN THE EAR","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5170",NA,NA
"204","02710007","HC HEARING AID CROS BEHIND THE EAR","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5180",NA,NA
"205","02710008","HC HEARING AID BICROS IN THE EAR","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5210",NA,NA
"206","02710009","HC HEARING AID BICROS BEHIND THE EAR","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5220",NA,NA
"207","02710010","HC HEARING AID DIGTLLY PROG ANALOG MONAURAL ITE","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5246",NA,NA
"208","02710011","HC HEARING AID DIGTLLY PROG ANALOG MONAURAL BTE","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5247",NA,NA
"209","02710012","HC HEARING AID DIGITALLY PROGRAMMABLE BINAURAL ITE","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5252",NA,NA
"210","02710013","HC HEARING AID DIGITALLY PROGRAMMABLE BINAURAL BTE","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5253",NA,NA
"211","02710014","HC HEARING AID DIGITAL MONAURAL ITE","271","743","520.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5256",NA,"**"
"212","02710015","HC HEARING AID DIGITAL MONAURAL BTE","271","913","639.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5257",NA,"**"
"213","02710016","HC HEARING AID DIGITAL BINAURAL ITE","271","957","669.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5260",NA,"**"
"214","02710017","HC HEARING AID DIGITAL BINAURAL BTE","271","3,727","2608.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5261",NA,"**"
"215","02710018","HC EAR MOLD/INSERT NOT DISPOSABLE ANY TYPE","271","92","64.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5264",NA,"**"
"216","02710019","HC BATTERY FOR USE IN HEARING DEVICE","271","38","26.6","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5266",NA,"**"
"217","02710020","HC HEARING AID SUPPLIES/ACCESSORIES","271","112","78.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5267",NA,"**"
"218","02710021","HC ASSTIVE LISTENING DEVICE TEL AMPLIFIER ANY TYPE","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5268",NA,NA
"219","02710022","HC ASSISTIVE LISTENING DEVICE ALERTING ANY TYPE","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5269",NA,NA
"220","02710023","HC ASSTIVE LISTENING DEVICE TELEVISN AMPLIFIER TYPE","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5270",NA,NA
"221","02710024","HC ASSTIVE LISTENING DEVC TELEVISN CAPTION DECODER","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5271",NA,NA
"222","02710025","HC ASSISTIVE LISTENING DEVICE TDD","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5272",NA,NA
"223","02710026","HC ASSISTIVE LEARNING DEVICE NOS","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5274",NA,NA
"224","02710027","HC HEARING AID NOT OTHERWISE CLASSIFIED","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5298",NA,NA
"225","02710028","HC ALD FM/DM SYSTEM, MONAURAL","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5281",NA,NA
"226","02710029","HC ALD FM/DM SYSTEM BINAURAL","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5282",NA,NA
"227","02710030","HC ALD NECK, LOOP IND RECEIVER","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5283",NA,NA
"228","02710031","HC ALD FM/DM EAR LEVEL RECEIVER","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5284",NA,NA
"229","02710032","HC ALD FM/DM AUD INPUT RECEIVER","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5285",NA,NA
"230","02710033","HC ALD BLU TOOTH FM/DM RECEIVER","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5286",NA,NA
"231","02710034","HC ALD FM/DM RECEIVER, NOS","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5287",NA,NA
"232","02710035","HC ALD FM/DM TRANSMITTER ALD","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5288",NA,NA
"233","02710036","HC ALD FM/DM ADAPT/BOOT COUPLIN","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5289",NA,NA
"234","02710037","HC ALD TRANSMITTER MICROPHONE","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5290",NA,NA
"235","02710038","HC HEARING AID BILAT BODY WORN","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5100",NA,NA
"236","02710039","HC HEARING AID BINAURAL BODY","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5120",NA,NA
"237","02710040","HC HEARING AID ANALOG MONAURL ITC","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5243",NA,NA
"238","02710041","HC HEAR AID ANALOG DIG MONAUR CIC","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5244",NA,NA
"239","02710042","HC HEAR AID ANALOG DIG MONAUR ITC","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5245",NA,NA
"240","02710043","HC HEAR AID ANALOG BINAURAL CIC","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5248",NA,NA
"241","02710044","HC HEAR AID ANALOG BINAURAL ITC","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5249",NA,NA
"242","02710045","HC HEAR AID ANALOG DIG BINAUR CIC","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5250",NA,NA
"243","02710046","HC HEAR AID ANALOG DIG BINAUR ITC","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5251",NA,NA
"244","02710047","HC HEARING AID DIG MONAURAL CIC","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5254",NA,NA
"245","02710048","HC HEARING AID DIG MONAURAL ITC","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5255",NA,NA
"246","02710049","HC HEARING AID DIG BINAURAL CIC","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5258",NA,NA
"247","02710050","HC HEARING AID DIG BINAURAL ITC","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5259",NA,NA
"248","02710051","HC HEARING AID ANALOG MONAURL CIC","271","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","V5242",NA,NA
"249","02710052","HC ADDL SUPL MATRL&STAF TM DRG PHE RES-TR NFCT DS","271","17","11.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","99072",NA,"**"
"250","02720001","HC ACAPELLA DEVICE","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"251","02720002","HC BRACHYTHERAPY NEEDLE","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1715",NA,NA
"252","02720003","HC CATHETER BALLOON DILATATION NON-VASCULAR","272","719","503.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1726",NA,NA
"253","02720004","HC CATHETER BRACHYTHERAPY SEED ADMINISTRATION","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1728",NA,NA
"254","02720005","HC MEDIUM CATHETER INFUS INSRT PERIPHERALLY CNTRLLY/MIDLN","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1751",NA,NA
"255","02720006","HC GUIDE WIRE","272","716","501.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1769",NA,NA
"256","02720007","HC CATHETER TRANSLUMINAL ANGIOPLASTY NON-LASER","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1725",NA,NA
"257","02720008","HC CATHETER DRAINAGE","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1729",NA,NA
"258","02720009","HC CATH ELECTROPHYSIOLOGY DX OTH THAN 3D MAP 19/<","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1730",NA,NA
"259","02720010","HC CATHETER  HEMODIAL/PERITONEAL  LONG-TERM","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1750",NA,NA
"260","02720011","HC CLOSURE DEVICE VASCULAR","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1760",NA,NA
"261","02720012","HC PORT INDWELLING","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1788",NA,NA
"262","02720013","HC SURGICAL TISSUE LOCALIZATION AND EXCISION DEVICE","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1819",NA,NA
"263","02720014","HC CATHETER GUIDING","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1887",NA,NA
"264","02720015","HC INTRDUCR/SHEATH INTRCARD EP FIX-CURVE PEEL-AWAY","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1892",NA,NA
"265","02720016","HC INTRDUCR/SHEATH NOT GUID INTRACARD EP NON-LASR","272","283","198.1","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1894",NA,NA
"266","02720017","HC INTRDUCR/SHEATH INTRCARD EP CURVE NOT PEEL-AWAY","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1893",NA,NA
"267","02720018","HC CATHETER SUPRAPUBIC/CYSTOSCOPIC","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C2627",NA,NA
"268","02720019","HC FLUTTER DEVICE","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"269","02720020","HC CAPSULE PH MONITORING BRAVO","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"270","02720021","HC KNEE-SHIN PRO FLEX/EXT CONT","274","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","L5859",NA,NA
"271","02720022","HC TENSION RING, VAC ERECT DEV","274","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","L7902",NA,NA
"272","02720023","HC BREAST PUMP","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"273","02720024","HC NB UAC/UVC CATHETER","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"274","02720025","HC POSTPARTUM BALLOON","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"275","02720026","HC ABSORBABLE HEMOSTAT PER DOSE","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"276","02720027","HC WOUND VAC CANISTER","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"277","02720028","HC WOUND VAC PUMP","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"278","02720029","HC WOUND VAC DRESSING","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"279","02720030","HC NEEDLE PARATHORACENTESIS","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"280","02720031","HC NEEDLE BIOPSY STANDARD","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"281","02720032","HC NEEDLE BIOPSY SPECIALITY 1","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"282","02720033","HC NEEDLE ASPIRATION BONE MARROW","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"283","02720034","HC HYSTEROSALPINOGRAPHY CATHETER","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1887",NA,NA
"284","02720035","HC HYSTEROSONOGRAPHY CATHETER","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","C1887",NA,NA
"285","02720036","HC NEEDLE CORE BIOPSY & INJECTOR","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"286","02720037","HC MECH VENT BREATHING CIRCUIT","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"287","02720038","HC OXYGEN PER DAY","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"288","02720039","HC ELECTRODE STAT PADZ ADULT","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"289","02720040","HC EPISTAXIS CATH","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"290","02720041","HC PAD GEL ARCTIC SYSTEM","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"291","02720042","HC PAD GEL ARCTIC SYSTEM UNIVERSAL","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"292","02720043","HC SPECIALTY SUTURE","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"293","02720044","HC ONE WAY CHEST DRAIN VALVE","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","A7040",NA,NA
"294","02720045","HC DIALYSIS LINE","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"295","02720046","HC PSA IV START CATHETER","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"296","02720047","HC IN LINE SUCTION CATHETER","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"297","02720048","HC TRACH TUBE/BUTTON","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"298","02720049","HC CPAP CIRCUIT","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"299","02720050","HC RT BREATHING CIRCUIT","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"300","02720051","HC PROBE","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"301","02720052","HC HAND HELD FOR PROBE","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"302","02720053","HC DUCTOGRAM CANNULA","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"303","02720054","HC GALACTOGRAPHY DILATORS","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"304","02720055","HC DERMABOND - SKIN ADHESIVE","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"305","02720056","HC TRAY CATH URETHRAL 16FR","274","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","A4353",NA,NA
"306","02720057","HC AERONEB SOLO NEBULIZER WITH SILICONE","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"307","02720058","HC NEEDLE MISSION CORE BX 18GX10CM","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"308","02720059","HC VACUUM DRAINAGE SYSTEM WITH PORT","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","A7048",NA,NA
"309","02720060","HC NEEDLE, BIOPSY ACHIEVE COAX 18G X 11CM","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"310","02720063","HC NEGATIVE PRESSURE WOUND THERAPY DRESSING, ALL SIZES, ALL ACCESSORIES","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","A6550",NA,NA
"311","02720064","HC WOUND VAC-PUMP DAILY RENTAL","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","E2402",NA,NA
"312","02720065","HC BREAST BIOPSY STEREOTACTIC DEVICE","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"313","02720066","HC BREAST BIOPSY ULTRASOUND VACUUM ASSISTED DEVICE","272","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
